name,description,price,duration,create_date,last_update_date,count,successor_id,state_id
USD Partners LP,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,21706.8,285,2021-04-29T05:49:40Z,2021-06-01 23:12:58 UTC,227,,2
New Home Company Inc. (The),Sed accumsan felis. Ut at dolor quis odio consequat varius.,11515.88,246,2021-03-06T00:32:20Z,2021-04-02 05:21:22 UTC,289,,1
Avianca Holdings S.A.,Vivamus in felis eu sapien cursus vestibulum.,19109.05,318,2021-07-12T06:21:27Z,2021-08-02 22:38:55 UTC,299,,1
"Fuel Tech, Inc.","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",16139.24,880,2021-09-06T02:14:03Z,2021-12-08 16:07:43 UTC,120,,2
"Span-America Medical Systems, Inc.","Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",14044.18,780,2021-03-31T03:27:50Z,2021-06-07 22:37:05 UTC,200,,2
Invesco Credit Opportunities Fund,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",23407.61,701,2021-11-30T03:56:07Z,2021-12-06 14:04:29 UTC,121,,2
"American Realty Investors, Inc.","Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",18.34,244,2021-07-16T12:10:54Z,2021-09-25 08:10:39 UTC,241,,2
"CBL & Associates Properties, Inc.",Quisque ut erat.,29312.22,285,2021-08-28T13:38:36Z,2021-09-25 07:26:46 UTC,272,,2
Lipocine Inc.,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,22402.05,136,2021-04-17T03:46:59Z,2021-05-05 16:55:52 UTC,111,,1
Fortress Transportation and Infrastructure Investors LLC,Morbi a ipsum. Integer a nibh. In quis justo.,2883.7,278,2022-01-22T09:19:42Z,2022-02-07 08:55:21 UTC,56,,1
Female Health Company (The),Donec ut dolor.,10761.08,781,2021-09-30T07:19:24Z,2021-11-02 14:21:11 UTC,268,,2
"Arrow Electronics, Inc.",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2429.93,677,2021-05-15T06:50:47Z,2021-06-06 10:10:51 UTC,206,,1
Astoria Financial Corporation,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,484.45,112,2021-06-08T20:08:05Z,2021-06-29 02:10:16 UTC,103,,2
Nuveen Senior Income Fund,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",2845.05,807,2021-06-24T20:19:59Z,2021-08-15 19:24:45 UTC,88,,1
Albany International Corporation,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",11073.76,255,2021-11-06T12:28:55Z,2021-11-24 11:40:51 UTC,107,,1
DarioHealth Corp.,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",6296.4,577,2022-02-01T13:28:13Z,2022-03-21 03:34:44 UTC,283,,2
Cytosorbents Corporation,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,8146.65,210,2021-04-27T01:58:19Z,2021-05-26 00:21:22 UTC,2,,2
"REV Group, Inc.",Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,2506.24,69,2022-02-09T11:03:23Z,2022-04-16 09:30:10 UTC,87,,2
"Vail Resorts, Inc.",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,8459.45,915,2021-10-29T10:46:35Z,2021-12-27 04:46:45 UTC,27,,1
Southwestern Energy Company,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",17930.69,411,2021-11-23T02:32:37Z,2022-02-19 16:42:59 UTC,139,,2
ASA Gold and Precious Metals Limited,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",18652.51,681,2021-09-13T11:18:01Z,2021-10-31 05:45:43 UTC,280,,2
"Intrepid Potash, Inc","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",3.19,789,2021-05-31T06:27:05Z,2021-06-16 05:50:27 UTC,54,,2
Banco De Chile,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,15929.5,545,2021-07-14T22:26:40Z,2021-09-26 23:27:04 UTC,147,,1
Navistar International Corporation,Vestibulum sed magna at nunc commodo placerat.,29860.65,228,2021-11-28T19:09:58Z,2022-02-08 05:44:27 UTC,35,,1
Baxter International Inc.,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,17115.49,37,2021-05-07T08:36:21Z,2021-07-08 21:24:17 UTC,66,,1
China Lending Corporation,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,13125.9,499,2021-11-02T17:58:57Z,2021-11-30 18:00:13 UTC,9,,2
Baltimore Gas & Electric Company,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",13765.84,639,2021-08-23T00:16:34Z,2021-10-30 20:44:14 UTC,150,,1
"Sinovac Biotech, Ltd.",Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,18260.42,717,2021-03-16T15:52:13Z,2021-06-13 23:55:12 UTC,252,,2
Extra Space Storage Inc,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,579.15,770,2021-05-08T05:02:14Z,2021-07-17 20:56:04 UTC,136,,1
National Energy Services Reunited Corp.,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",25845.92,119,2021-03-20T12:25:12Z,2021-06-27 09:02:07 UTC,94,,1
"Willamette Valley Vineyards, Inc.","Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",26222.28,953,2021-11-05T22:10:53Z,2021-12-10 10:44:57 UTC,288,,1
Stone Energy Corporation,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",28872.95,610,2021-10-26T17:28:11Z,2021-11-20 06:15:32 UTC,209,,1
Houghton Mifflin Harcourt Company,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",4592.61,143,2021-10-27T02:28:27Z,2021-11-18 05:44:17 UTC,95,,2
"Limbach Holdings, Inc.","Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",7958.57,24,2021-12-18T01:18:14Z,2022-03-20 09:41:42 UTC,14,,1
Unit Corporation,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",34.52,549,2021-03-20T22:18:21Z,2021-04-27 07:46:24 UTC,275,,2
Workiva Inc.,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1710.73,219,2021-04-01T05:10:34Z,2021-06-10 13:38:05 UTC,165,,2
Highpower International Inc,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1349.67,169,2021-12-09T18:16:38Z,2021-12-22 00:07:47 UTC,71,,2
AngloGold Ashanti Limited,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",24666.38,14,2021-09-10T13:01:03Z,2021-09-28 20:15:30 UTC,176,,1
Wells Fargo & Company,Aliquam non mauris. Morbi non lectus.,14374.9,282,2021-05-27T09:58:21Z,2021-08-30 18:06:08 UTC,9,,2
Davis Select Worldwide ETF,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,1334.65,161,2021-08-23T13:19:33Z,2021-09-12 06:32:04 UTC,39,,2
"Allied World Assurance Company Holdings, AG",Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,10497.61,984,2021-06-08T04:16:33Z,2021-08-07 20:36:12 UTC,174,,1
TCP Capital Corp.,Fusce consequat. Nulla nisl.,21339.32,790,2021-05-21T22:48:34Z,2021-06-19 21:05:32 UTC,28,,2
Harmony Merger Corp.,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",23460.33,939,2021-03-24T08:54:17Z,2021-04-19 23:56:45 UTC,102,,1
"Hennessy Advisors, Inc.","Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",18197.93,720,2021-09-27T12:17:05Z,2021-10-24 17:33:01 UTC,104,,2
"City Office REIT, Inc.","Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",10201.43,68,2021-06-01T22:23:27Z,2021-06-26 23:03:56 UTC,153,,1
"Tempur Sealy International, Inc.","Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",25686.36,812,2021-10-05T01:06:08Z,2021-11-07 14:46:28 UTC,208,,1
"Illumina, Inc.",Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,26089.38,913,2021-07-29T10:50:47Z,2021-09-01 17:28:38 UTC,43,,2
"Senomyx, Inc.",Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,16220.77,781,2021-11-05T00:44:09Z,2021-12-01 21:52:13 UTC,114,,2
United Community Bancorp,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",5665.38,985,2021-09-05T02:57:38Z,2021-09-22 04:05:32 UTC,50,,1
Whiting Petroleum Corporation,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",415.24,607,2021-12-25T16:20:54Z,2022-01-22 13:25:36 UTC,191,,1
"Second Sight Medical Products, Inc.",Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,21050.85,922,2021-07-07T00:22:30Z,2021-08-08 03:09:03 UTC,176,,2
Spherix Incorporated,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,9053.3,738,2021-04-23T13:02:39Z,2021-06-03 06:59:18 UTC,170,,1
Alcentra Capital Corp.,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",16903.44,937,2021-10-22T08:43:57Z,2021-12-11 10:44:33 UTC,249,,2
"General Communication, Inc.",Nulla tellus.,13597.67,654,2021-06-14T22:41:50Z,2021-08-24 12:46:46 UTC,261,,1
DarioHealth Corp.,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,9932.67,53,2021-10-22T12:41:34Z,2022-01-23 08:04:11 UTC,122,,2
"Eagle Pharmaceuticals, Inc.",Suspendisse potenti.,17747.1,670,2021-03-20T20:27:57Z,2021-05-28 14:10:39 UTC,199,,2
GGP Inc.,Nulla ac enim.,11863.45,429,2021-10-30T13:16:35Z,2021-12-27 22:41:53 UTC,275,,1
Curtiss-Wright Corporation,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",7917.42,312,2021-08-28T04:33:49Z,2021-09-21 20:43:47 UTC,28,,1
"Global Water Resources, Inc.","Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1019.71,498,2021-10-13T05:47:38Z,2021-11-27 00:09:19 UTC,243,,1
PowerShares Optimum Yield Diversified Commodity Strategy No K-,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",6103.71,870,2021-08-19T06:44:49Z,2021-09-18 15:39:46 UTC,77,,2
PowerShares KBW Premium Yield Equity REIT Portfolio,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,17492.52,815,2022-02-11T13:41:07Z,2022-05-04 07:53:14 UTC,14,,2
"Oclaro, Inc.",Pellentesque ultrices mattis odio.,15206.87,656,2022-02-14T03:45:39Z,2022-04-11 06:18:23 UTC,161,,2
"ClearOne, Inc.",Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,28730.68,652,2021-09-23T15:45:53Z,2021-11-08 16:28:50 UTC,231,,1
"Valeant Pharmaceuticals International, Inc.",Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,20673.78,707,2022-01-01T04:14:40Z,2022-02-13 06:33:22 UTC,155,,2
Coca-Cola Company (The),"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",27808.41,174,2022-01-30T23:20:26Z,2022-02-22 22:53:33 UTC,199,,1
iPath US Treasury 2-year Bull ETN,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1894.35,861,2021-08-03T16:00:25Z,2021-10-26 23:52:44 UTC,293,,1
"Internet Initiative Japan, Inc.","In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2465.82,707,2021-03-30T21:31:35Z,2021-05-27 07:17:40 UTC,159,,1
"Bazaarvoice, Inc.","Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",15430.85,479,2021-06-15T05:59:09Z,2021-08-19 03:05:00 UTC,35,,2
Covisint Corporation,Nunc rhoncus dui vel sem.,24707.26,482,2021-09-21T13:11:59Z,2021-11-19 02:26:43 UTC,297,,2
"American Eagle Outfitters, Inc.","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",5513.27,588,2021-04-03T18:37:09Z,2021-06-19 06:36:10 UTC,136,,1
Lockheed Martin Corporation,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,3914.43,927,2021-06-28T22:10:33Z,2021-07-17 07:02:33 UTC,156,,1
Xerox Corporation,Nullam molestie nibh in lectus.,9750.01,95,2022-01-14T23:29:08Z,2022-01-19 09:49:32 UTC,252,,1
Global Partner Acquisition Corp.,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,20421.45,771,2021-07-21T05:09:31Z,2021-09-18 23:31:09 UTC,104,,1
WisdomTree United Kingdom Hedged Equity Fund,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2040.35,592,2021-08-04T22:47:01Z,2021-10-31 12:56:08 UTC,131,,1
Western Asset Global Corporate Defined Opportunity Fund Inc.,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",19688.97,795,2021-08-10T00:14:25Z,2021-10-19 15:11:09 UTC,91,,2
Hovnanian Enterprises Inc,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",11160.12,399,2021-07-18T00:01:42Z,2021-08-27 07:17:40 UTC,285,,1
Lsb Industries Inc.,Quisque porta volutpat erat.,12929.58,574,2022-01-02T12:51:29Z,2022-04-10 22:35:15 UTC,292,,2
Citigroup Inc.,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",24705.87,19,2021-10-05T07:23:21Z,2021-10-12 21:20:55 UTC,204,,1
"Social Reality, Inc.",Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,25810.08,790,2021-06-02T01:29:29Z,2021-08-19 13:38:06 UTC,11,,2
News Corporation,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,25074.18,922,2021-03-06T10:29:24Z,2021-03-19 00:16:33 UTC,6,,1
Gladstone Capital Corporation,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",27270.63,597,2021-05-09T09:22:11Z,2021-08-01 03:12:33 UTC,264,,2
Triton International Limited,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,17785,83,2021-04-07T22:03:34Z,2021-06-21 17:44:18 UTC,281,,1
"M I Acquisitions, Inc.",Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,23984.72,303,2021-04-14T02:45:41Z,2021-04-21 03:24:58 UTC,148,,1
Gladstone Commercial Corporation,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",21631.71,574,2021-09-05T09:59:44Z,2021-10-08 06:40:56 UTC,245,,1
Capital One Financial Corporation,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",27345.1,583,2022-02-04T11:21:00Z,2022-03-21 21:48:28 UTC,68,,1
Global X SuperDividend Alternatives ETF,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,20659.6,436,2021-11-08T18:31:10Z,2021-11-21 15:38:22 UTC,216,,2
IRIDEX Corporation,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",14683.59,728,2021-06-19T12:41:16Z,2021-08-28 19:43:00 UTC,13,,1
Capstead Mortgage Corporation,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",11351.35,203,2022-02-04T02:58:16Z,2022-02-07 04:45:36 UTC,11,,1
"Energy Transfer Partners, L.P.",Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,14058.59,114,2021-03-30T10:49:43Z,2021-06-16 16:55:46 UTC,121,,2
Alabama Power Company,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",4868.83,652,2021-05-04T09:57:55Z,2021-08-01 18:34:38 UTC,161,,2
